Brand,Store Number,Name,Ownership Type,Facility ID,Features - Products,Features - Service,Features - Stations,Food Region,Venue Type,Phone Number,Street Address,Street Line 1,Street Line 2,City,State,Zip,Country,Insert Date
Starbucks,11459,"Alondra & Lakewood, Paramount",Company Owned,17061,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,562-531-8973,8819 Alondra Blvd.,8819 Alondra Blvd.,,Paramount,CA,90723-4603,US,06/22/2012 06:49:18 PM
Starbucks,73688,Albertsons - Montebello #6181,Licensed,6562,,,,9999,Unknown,323-888-2250,2469 Via Campo,2469 Via Campo,,Montebello,CA,90640-1805,US,06/22/2012 06:49:18 PM
Starbucks,75810,Sheraton Gateway Hotel,Licensed,9805,,Wireless Hotspot,,9999,Unknown,310-642-4803,6101 W Century Blvd,6101 W Century Blvd,,Los Angeles,CA,90045-5310,US,06/22/2012 06:49:18 PM
Starbucks,14627,Douglas & Maple,Company Owned,10959,"Lunch, Oven-warmed Food",Starbucks Card Mobile,,9999,Unknown,310-648-7671,2263 E. Maple Avenue,2263 E. Maple Avenue,,El Segundo,CA,90245-6508,US,06/22/2012 06:49:18 PM
Starbucks,5878,"Rosecrans & Oceangate, Hawthorne",Company Owned,9292,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-263-7290,5030 W. Rosecrans Ave,5030 W. Rosecrans Ave,,Hawthorne,CA,90250-6618,US,06/22/2012 06:49:18 PM
Starbucks,75497,Los Angeles Airforce Base El Segund,Licensed,10450,,Wireless Hotspot,,9999,Unknown,310-414-9404,200 N. Douglas Street Bldg 252,200 N. Douglas Street Bldg 252,,El Segundo,CA,90245-4616,US,06/22/2012 06:49:18 PM
Starbucks,5095,Target Culver City South T-2632,Licensed,9831,,Starbucks Card Mobile,,9999,Unknown,310-754-4614,"6000 Sepulveda Blvd, Ste 2250",6000 Sepulveda Blvd,Ste 2250,Culver City,CA,90230-6478,US,06/22/2012 06:49:18 PM
Starbucks,74574,Vons-Culver City #2212,Licensed,11275,,Starbucks Card Mobile,,9999,Unknown,310-398-1945,11030 Jefferson Blvd,11030 Jefferson Blvd,,Culver City,CA,90230-5520,US,06/22/2012 06:49:18 PM
Starbucks,5651,South Bay Towne Center-Torrance,Company Owned,12049,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-618-8339,"1450 190th Street, Suite F",1450 190th Street,Suite F,Torrance,CA,90501-1138,US,06/22/2012 06:49:18 PM
Starbucks,5244,Westchester,Company Owned,8827,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-342-0152,8817 South Sepulveda Blvd.,8817 South Sepulveda Blvd.,,Los Angeles,CA,90045-4809,US,06/22/2012 06:49:18 PM
Starbucks,14211,"Sepulveda & 89th, Westchester",Company Owned,6559,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-645-0416,8844 S. Sepulveda Blvd,8844 S. Sepulveda Blvd,,Westchester,CA,90045-4833,US,06/22/2012 06:49:18 PM
Starbucks,74868,Vons - Redondo Beach #1623,Licensed,14478,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-349-0860,4001 Inglewood Ave,4001 Inglewood Ave,,Redondo Beach,CA,90278-1121,US,06/22/2012 06:49:18 PM
Starbucks,6545,"Washington & Rosemead, Pico Rivera",Company Owned,11243,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,562-949-5677,8754 Washington Blvd.,8754 Washington Blvd.,,Pico Rivera,CA,90660-3793,US,06/22/2012 06:49:18 PM
Starbucks,74574,Vons - Culver City #2212,Licensed,18100,,Starbucks Card Mobile,,9999,Unknown,310-398-1945,11030 Jefferson Blvd,11030 Jefferson Blvd,,Culver City,CA,90230-5520,US,06/22/2012 06:49:18 PM
Starbucks,76328,Target Culver City T-198,Licensed,9312,,Starbucks Card Mobile,,9999,Unknown,310-839-5200,10820 Jefferson Blvd,10820 Jefferson Blvd,,Culver City,CA,90230-4935,US,06/22/2012 06:49:18 PM
Starbucks,10626,"Rosecrans & Bellflower, Bellflower",Company Owned,7608,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,562-925-5726,14301 Bellflower Blvd,14301 Bellflower Blvd,,Bellflower,CA,90706-3135,US,06/22/2012 06:49:18 PM
Starbucks,12900,"Wilshire & Curson, Los Angeles",Company Owned,19370,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity",Wireless Hotspot,,0,Unknown,323-931-1013,"5757 Wilshire Blvd, #106",5757 Wilshire Blvd,#106,Los Angeles,CA,90036-3684,US,06/22/2012 06:49:18 PM
Starbucks,9788,"Del Amo & Avalon, Carson",Company Owned,17360,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,310-324-4012,20240 Avalon Blvd.,20240 Avalon Blvd.,,Carson,CA,90746-3829,US,06/22/2012 06:49:18 PM
Starbucks,5840,"Rosecrans & The 405 Fwy, Hawthorne",Company Owned,11836,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-725-7001,5378 W. Rosecrans Avenue,5378 W. Rosecrans Avenue,,Hawthorne,CA,90250-6646,US,06/22/2012 06:49:18 PM
Starbucks,6750,"Beverly and Montebello, Montebello",Company Owned,14130,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-721-5110,"800 W. Beverly Blvd., 34",800 W. Beverly Blvd.,34,Montebello,CA,90640-4213,US,06/22/2012 06:49:18 PM
Starbucks,6687,"Artesia & Prairie, Torrance",Company Owned,9189,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-371-4442,3931 W. Artesia Blvd.,3931 W. Artesia Blvd.,,Torrance,CA,90504-3210,US,06/22/2012 06:49:18 PM
Starbucks,15644,LAX T3 Small,Licensed,20194,,Wireless Hotspot,,0,Unknown,310-947-6703,201 World Way,201 World Way,,Los Angeles,CA,90045-5807,US,06/22/2012 06:49:18 PM
Starbucks,15586,Target Norwalk T-1340,Licensed,35538,,,,0,Unknown,562-406-8870,10600 Firestone Blvd,10600 Firestone Blvd,,Norwalk,CA,90650-7410,US,06/22/2012 06:49:18 PM
Starbucks,5577,Fairfax & Olympic - Los Angeles,Company Owned,14753,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-634-7845,6066 West Olympic Boulevard,6066 West Olympic Boulevard,,Los Angeles,CA,90036-4402,US,06/22/2012 06:49:18 PM
Starbucks,74664,Vons-Los Angeles #2665,Licensed,11845,,Starbucks Card Mobile,,9999,Unknown,323-662-8107,4520 Sunset Blvd,4520 Sunset Blvd,,Los Angeles,CA,90028,US,06/22/2012 06:49:18 PM
Starbucks,6502,"Firestone & 605 Frwy, Norwalk",Company Owned,16449,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,562-465-0148,10716 Firestone Blvd,10716 Firestone Blvd,,Norwalk,CA,90650-7412,US,06/22/2012 06:49:18 PM
Starbucks,74586,Vons-Los Angeles #2229,Licensed,16222,,Starbucks Card Mobile,,9999,Unknown,323-461-4167,727 N Vine St,727 N Vine St,,Los Angeles,CA,90038-3713,US,06/22/2012 06:49:18 PM
Starbucks,74586,Vons - Los Angeles #2229,Licensed,7637,,Starbucks Card Mobile,,9999,Unknown,323-461-4167,727 N Vine St,727 N Vine St,,Los Angeles,CA,90038-3713,US,06/22/2012 06:49:18 PM
Starbucks,74664,Vons - Los Angeles #2665,Licensed,6326,,Starbucks Card Mobile,,9999,Unknown,323-662-8107,4520 Sunset Blvd,4520 Sunset Blvd,,Los Angeles,CA,90028,US,06/22/2012 06:49:18 PM
Starbucks,72330,LAX Terminal 7,Licensed,13148,,Wireless Hotspot,,9999,Airport,310-646-3472,201 World Way,201 World Way,,Los Angeles,CA,90045-5807,US,06/22/2012 06:49:18 PM
Starbucks,76468,Target Carson T-2026,Licensed,8464,,Starbucks Card Mobile,,9999,Unknown,310-819-3011,20700 S Avalon Blvd,20700 S Avalon Blvd,,Carson,CA,90746-3734,US,06/22/2012 06:49:18 PM
Starbucks,72307,"LAX Terminal 1, Food Court",Licensed,13133,,Wireless Hotspot,,9999,Airport,310-646-3472,201 World Way,201 World Way,,Los Angeles,CA,90045-5807,US,06/22/2012 06:49:18 PM
Starbucks,75693,"LAX Terminal 1, North End",Licensed,14338,,Wireless Hotspot,,9999,Airport,,201 World Way,201 World Way,,Los Angeles,CA,90045-5807,US,06/22/2012 06:49:18 PM
Starbucks,5373,Beverly & Detroit,Company Owned,13336,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-939-1793,7122 Beverly Boulevard,7122 Beverly Boulevard,,Los Angeles,CA,90036-2569,US,06/22/2012 06:49:18 PM
Starbucks,16928,LAX T4-Baggage Claim,Licensed,87657,,,,0,Unknown,310-665-9445,201 World Way,201 World Way,,Los Angeles,CA,90045-5807,US,06/22/2012 06:49:18 PM
Starbucks,72309,"LAX Terminal 8, Gate 80 Food Court",Licensed,13135,,Wireless Hotspot,,9999,Airport,310-646-3472,201 World Way,201 World Way,,Los Angeles,CA,90045-5807,US,06/22/2012 06:49:18 PM
Starbucks,5683,Glendale & Fletcher,Company Owned,12246,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-913-3506,2560 Glendale Blvd.,2560 Glendale Blvd.,,Los Angeles,CA,90039-3220,US,06/22/2012 06:49:18 PM
Starbucks,5250,Venice Crossroads,Company Owned,13312,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-558-0407,"8985 Venice Blvd, Ste CB-2",8985 Venice Blvd,Ste CB-2,Los Angeles,CA,90034-3344,US,06/22/2012 06:49:18 PM
Starbucks,5928,"Avalon & Dominguez, Carson",Company Owned,11237,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,310-769-5849,"20810 Avalon Boulevard, #A",20810 Avalon Boulevard,#A,Carson,CA,90746-3333,US,06/22/2012 06:49:18 PM
Starbucks,72305,"LAX Terminal 2, Lower Level",Licensed,13132,,Wireless Hotspot,,9999,Airport,310-646-3472,201 World Way,201 World Way,,Los Angeles,CA,90045-5807,US,06/22/2012 06:49:18 PM
Starbucks,72329,LAX Terminal - 2,Licensed,13147,,Wireless Hotspot,,9999,Airport,301-646-3472,201 World Way,201 World Way,,Los Angeles,CA,90045-5807,US,06/22/2012 06:49:18 PM
Starbucks,9380,"Lakewood & Artesia, Bellflower",Company Owned,8324,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,562-804-5338,17254 Lakewood Blvd.,17254 Lakewood Blvd.,,Bellflower,CA,90706-6222,US,06/22/2012 06:49:18 PM
Starbucks,5859,"Hawthorne & Artesia, Torrance",Company Owned,14869,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-921-2836,17400 Hawthorne Boulevard,17400 Hawthorne Boulevard,,Torrance,CA,90504-3109,US,06/22/2012 06:49:18 PM
Starbucks,5771,Washington & Culver,Company Owned,15444,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-204-1075,9718 Washington Blvd.,9718 Washington Blvd.,,Culver City,CA,90232-2722,US,06/22/2012 06:49:18 PM
Starbucks,5630,South Bay Galleria - Redondo Beach,Company Owned,16278,Lunch,Starbucks Card Mobile,,9999,Unknown,310-214-7808,"1815 Hawthorne Blvd, #144",1815 Hawthorne Blvd,#144,Redondo Beach,CA,90278-3432,US,06/22/2012 06:49:18 PM
Starbucks,5502,Sepulveda & Mariposa - El Segundo,Company Owned,11627,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-647-5684,"530 N Sepulveda Blvd, #C",530 N Sepulveda Blvd,#C,El Segundo,CA,90245-5820,US,06/22/2012 06:49:18 PM
Starbucks,5349,Rosecrans & Douglas - El Segundo,Company Owned,11575,Lunch,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-725-9110,2231 Rosecrans Avenue,2231 Rosecrans Avenue,,El Segundo,CA,90245-4930,US,06/22/2012 06:49:18 PM
Starbucks,5794,"Vermont & Prospect, Los Angeles",Company Owned,15113,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-662-7705,1700 N. Vermont Avenue,1700 N. Vermont Avenue,,Los Angeles,CA,90027-4306,US,06/22/2012 06:49:18 PM
Starbucks,8608,"Jefferson & Centinela, Los Angeles",Company Owned,6747,"Lunch, Oven-warmed Food",Starbucks Card Mobile,,9999,Unknown,310-823-3479,12313 Jefferson Blvd,12313 Jefferson Blvd,,Los Angeles,CA,90230-6225,US,06/22/2012 06:49:18 PM
Starbucks,6794,Fremont Ave & Mission Rd,Company Owned,11815,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,626-457-5234,"1131 S Fremont Ave, A",1131 S Fremont Ave,A,Alhambra,CA,91803-1326,US,06/22/2012 06:49:18 PM
Starbucks,75476,BARNES AND NOBLE @ CAL STATE UNIV L,Licensed,10894,Lunch,Wireless Hotspot,,9999,Unknown,323-343-5370,5151 State University Drive,5151 State University Drive,,Los Angeles,CA,90032-4226,US,06/22/2012 06:49:18 PM
Starbucks,72328,LAX Terminal- 3,Licensed,13146,,Wireless Hotspot,,9999,Airport,310-646-3472,201 World Way,201 World Way,,Los Angeles,CA,90045-5807,US,06/22/2012 06:49:18 PM
Starbucks,11954,"Rosecrans & Sepulveda, El Segundo",Company Owned,17939,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-615-1149,2005 Park Place,2005 Park Place,,El Segundo,CA,90245-4754,US,06/22/2012 06:49:18 PM
Starbucks,6705,"Torrance & I-110, Carson",Company Owned,14078,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,310-618-1899,20806 Figeroa Street,20806 Figeroa Street,,Carson,CA,90745-1905,US,06/22/2012 06:49:18 PM
Starbucks,72473,"LAX Terminal 4, 2nd",Licensed,14012,,Wireless Hotspot,,9999,Airport,,201 World Way,201 World Way,,Los Angeles,CA,90045-5807,US,06/22/2012 06:49:18 PM
Starbucks,5379,"Sunset Blvd & St. Andrews Place, Ho",Company Owned,9649,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-962-4525,"5545 W.  Sunset Blvd., 106",5545 W.  Sunset Blvd.,106,Hollywood,CA,90028-8521,US,06/22/2012 06:49:18 PM
Starbucks,15626,"Firestone & Studebaker, Norwalk",Company Owned,63031,"Lunch, Oven-warmed Food",Wireless Hotspot,Drive-Through,0,Unknown,562-807-3715,11031 Firestone Blvd.,11031 Firestone Blvd.,,Norwalk,CA,90650-2244,US,06/22/2012 06:49:18 PM
Starbucks,5277,Farmers Market,Company Owned,8832,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-965-9594,6333 W. 3rd Street,6333 W. 3rd Street,,Los Angeles,CA,90036-3109,US,06/22/2012 06:49:18 PM
Starbucks,76433,Target Redondo Beach T-1980,Licensed,9479,,Starbucks Card Mobile,,9999,Unknown,310-750-0003,1601 Kingsdale Ave,1601 Kingsdale Ave,,Redondo Beach,CA,90278-3928,US,06/22/2012 06:49:18 PM
Starbucks,5504,Washington & Overland - Culver City,Company Owned,16584,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-202-8984,10705 W. Washington Blvd.,10705 W. Washington Blvd.,,Culver City,CA,90232-3342,US,06/22/2012 06:49:18 PM
Starbucks,5877,"Hollywood & Western, Hollywood",Company Owned,16180,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-462-5506,"5453 Hollywood Boulevard, D",5453 Hollywood Boulevard,D,Los Angeles,CA,90027-3467,US,06/22/2012 06:49:18 PM
Starbucks,5461,Sunset & Gower - Hollywood,Company Owned,9353,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-467-6404,"6102 W. Sunset Blvd., Unit 6102",6102 W. Sunset Blvd.,Unit 6102,Los Angeles,CA,90028-6424,US,06/22/2012 06:49:18 PM
Starbucks,5626,Pico & Robertson - Los Angeles,Company Owned,16379,Lunch,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-860-9364,8783 West Pico Blvd,8783 West Pico Blvd,,Los Angeles,CA,90035-2212,US,06/22/2012 06:49:18 PM
Starbucks,6451,"National & Castle Heights, Los Ange",Company Owned,9247,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-839-1483,9824 National Blvd,9824 National Blvd,,Los Angeles,CA,90034-2713,US,06/22/2012 06:49:18 PM
Starbucks,5758,"La Cienega & Gregory Way, Beverly H",Company Owned,15051,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-659-9562,257 S. La Cienega Blvd.,257 S. La Cienega Blvd.,,Beverly Hills,CA,90211-3301,US,06/22/2012 06:49:18 PM
Starbucks,11220,"Atlantic & Valley, Alhambra",Company Owned,17031,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,626-289-7624,1410 South Atlantic Blvd.,1410 South Atlantic Blvd.,,Alhambra,CA,91803-3101,US,06/22/2012 06:49:18 PM
Starbucks,6729,"Santa Monica & La Brea, West Hollyw",Company Owned,12058,Lunch,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-874-2135,"7100 Santa Monica Blvd, Suite 140",7100 Santa Monica Blvd,Suite 140,Los Angeles,CA,90046-6174,US,06/22/2012 06:49:18 PM
Starbucks,624,Melrose,Company Owned,11488,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-852-9690,7624 Melrose Avenue,7624 Melrose Avenue,,Los Angeles,CA,90046-7420,US,06/22/2012 06:49:18 PM
Starbucks,74620,Vons-Long Beach #3519,Licensed,12745,,Starbucks Card Mobile,,9999,Unknown,562-984-1421,4550 Atlantic Avenue,4550 Atlantic Avenue,,Long Beach,CA,90807-1513,US,06/22/2012 06:49:18 PM
Starbucks,8799,"Whittier & Passons, Pico Rivera",Company Owned,10531,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,562-692-6327,9329 Whittier Blvd,9329 Whittier Blvd,,Pico Rivera,CA,90660-2746,US,06/22/2012 06:49:18 PM
Starbucks,10940,"Glendale & Glenfeliz, Los Angeles",Company Owned,10228,"Lunch, Oven-warmed Food",Starbucks Card Mobile,,9999,Unknown,323-667-1457,3111 Glendale Blvd,3111 Glendale Blvd,,Los Angeles,CA,90039-1841,US,06/22/2012 06:49:18 PM
Starbucks,14966,"Ralph's-Manhattan Beach, CA #166",Licensed,19393,,,,0,Unknown,310-564-2471,2700 N Sepulveda Blvd,2700 N Sepulveda Blvd,,Manhattan Beach,CA,90266-2726,US,06/22/2012 06:49:18 PM
Starbucks,671,Olympic/Doheny,Company Owned,12165,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-275-0253,9049 Olympic Blvd.,9049 Olympic Blvd.,,Beverly Hills,CA,90211-3541,US,06/22/2012 06:49:18 PM
Starbucks,5774,"Atlantic & San Antonio, Long Beach",Company Owned,16219,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,562-423-7900,"4406 Atlantic Avenue, A",4406 Atlantic Avenue,A,Long Beach,CA,90807-2239,US,06/22/2012 06:49:18 PM
Starbucks,6856,"Carson & Normandie, Torrance",Company Owned,14282,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,310-533-0972,1171 W. Carson Street,1171 W. Carson Street,,Torrance,CA,90502-2018,US,06/22/2012 06:49:18 PM
Starbucks,5290,The Beverly Center,Company Owned,13320,Lunch,Starbucks Card Mobile,,9999,Unknown,310-358-0161,"8500 Beverly Center, Foodcourt, 8th Floor / #852B",8500 Beverly Center,"Foodcourt, 8th Floor / #852B",Los Angeles,CA,90048,US,06/22/2012 06:49:18 PM
Starbucks,7956,"Grand & Eucalyptus, El Segundo",Company Owned,10430,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-335-0019,310 E. Grand Avenue,310 E. Grand Avenue,,El Segundo,CA,90245-3874,US,06/22/2012 06:49:18 PM
Starbucks,5546,Artesia & Flagler - Redondo Bch.,Company Owned,16268,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-318-5886,1904 Artesia Blvd.,1904 Artesia Blvd.,,Redondo Beach,CA,90278-2908,US,06/22/2012 06:49:18 PM
Starbucks,5402,Sunset & La Brea - Hollywood,Company Owned,11568,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-469-6994,7055 SUNSET BLVD,7055 SUNSET BLVD,,Los Angeles,CA,90028-7509,US,06/22/2012 06:49:18 PM
Starbucks,5775,"Hollywood & McCadden, Hollywood",Company Owned,9009,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-467-5534,6745 Hollywood Blvd.,6745 Hollywood Blvd.,,Hollywood,CA,90028-4604,US,06/22/2012 06:49:18 PM
Starbucks,76330,Target Manhattan Beach T-199,Licensed,14884,,Starbucks Card Mobile,,9999,Unknown,310-546-5601,1200 N Sepulveda Blvd,1200 N Sepulveda Blvd,,Manhattan Beach,CA,90266-5104,US,06/22/2012 06:49:18 PM
Starbucks,6467,"Hollywood & Highland, Hollywood",Company Owned,16456,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-962-7414,"6801 Hollywood Blvd, 257",6801 Hollywood Blvd,257,Hollywood,CA,90028-6136,US,06/22/2012 06:49:18 PM
Starbucks,15177,"Hollywood & Orange, Hollywood",Company Owned,20071,"Lunch, Oven-warmed Food",Wireless Hotspot,,0,Unknown,323-462-1602,"6933 Hollywood Blvd., A",6933 Hollywood Blvd.,A,Los Angeles,CA,90028-6149,US,06/22/2012 06:49:18 PM
Starbucks,5720,190th & Anza,Company Owned,12309,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,310-542-1072,5050 190th Street,5050 190th Street,,Torrance,CA,90503-1004,US,06/22/2012 06:49:18 PM
Starbucks,75244,Cedars-Sinai Medical Center,Licensed,9620,Lunch,,,9999,Unknown,310-423-6664,8700 Beverly Blvd.,8700 Beverly Blvd.,,Los Angeles,CA,90048-1804,US,06/22/2012 06:49:18 PM
Starbucks,6512,"Santa Monica & Fairfax, Los Angeles",Company Owned,15200,Lunch,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-822-9733,"7901 Santa Monica Blvd, #107",7901 Santa Monica Blvd,#107,West Hollywood,CA,90046-5178,US,06/22/2012 06:49:18 PM
Starbucks,76365,Target Alhambra T-184,Licensed,68204,,,,0,Unknown,626-308-3290,1220 West Main Street,1220 West Main Street,,Alhambra,CA,91801-3329,US,06/22/2012 06:49:18 PM
Starbucks,5444,Montebello Town Center Mall,Company Owned,11596,Lunch,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,323-721-1020,"1780 Montebello Town Center, Unit A-21",1780 Montebello Town Center,Unit A-21,Montebello,CA,90640-2163,US,06/22/2012 06:49:18 PM
Starbucks,5650,Candlewood St. & Lakewood Blvd.,Company Owned,17606,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,562-634-7028,4833 Candlewood Street,4833 Candlewood Street,,Lakewood,CA,90712-1832,US,06/22/2012 06:49:18 PM
